"","URL_of_Anchor","Request_URL","URL_Length","having_At_Symbol","Prefix_Suffix","having_Sub_Domain","having_IP_address","Result"
"8161",0,-1,-1,1,-1,-1,-1,-1
"8162",1,1,-1,-1,1,1,1,1
"8163",-1,1,1,-1,-1,0,-1,-1
"8164",0,1,-1,1,-1,0,1,-1
"8169",1,1,-1,-1,-1,1,1,1
"8171",0,-1,-1,1,-1,0,1,1
"8179",0,1,1,-1,-1,-1,1,1
"8180",-1,-1,0,-1,-1,0,-1,-1
"8182",-1,-1,0,1,-1,0,1,-1
"8183",1,1,-1,-1,-1,1,1,1
"8194",0,1,-1,-1,-1,-1,-1,1
"8197",1,1,1,1,-1,-1,1,-1
"8202",0,-1,-1,1,-1,1,1,-1
"8203",0,1,-1,1,-1,1,1,1
"8206",1,-1,1,1,-1,-1,1,-1
"8209",1,1,1,1,1,1,1,1
"8216",1,-1,-1,-1,-1,-1,-1,1
"8226",0,-1,-1,1,1,-1,1,1
"8228",-1,-1,-1,1,-1,0,-1,-1
"8229",1,1,1,1,-1,1,1,1
"8230",0,1,1,1,-1,1,1,1
"8237",-1,1,-1,-1,-1,-1,-1,-1
"8238",-1,1,-1,-1,-1,0,-1,-1
"8239",0,-1,-1,-1,-1,-1,-1,1
"8243",1,1,-1,1,1,1,-1,1
"8245",-1,-1,1,1,-1,-1,-1,-1
"8248",0,1,-1,1,-1,-1,1,1
"8249",-1,-1,-1,-1,-1,-1,-1,-1
"8250",1,1,-1,1,1,1,-1,1
"8265",1,1,-1,1,-1,-1,-1,1
"8268",1,1,-1,1,-1,0,1,1
"8269",0,1,-1,1,1,0,1,1
"8271",1,-1,-1,-1,-1,0,1,1
"8273",-1,1,-1,-1,-1,-1,-1,-1
"8284",1,1,-1,-1,-1,-1,-1,-1
"8286",-1,1,-1,1,1,1,0,1
"8288",1,1,-1,-1,-1,-1,-1,-1
"8291",-1,1,-1,-1,-1,0,-1,-1
"8292",0,1,0,1,-1,0,-1,1
"8298",-1,-1,-1,1,-1,-1,1,-1
"8300",0,1,1,1,-1,1,1,1
"8307",0,-1,-1,1,-1,0,1,-1
"8314",0,1,1,-1,-1,0,1,1
"8316",0,1,-1,1,-1,1,0,1
"8319",-1,-1,-1,-1,-1,1,-1,-1
"8321",0,1,-1,-1,-1,1,1,1
"8322",-1,-1,-1,-1,-1,-1,-1,-1
"8325",-1,1,-1,1,-1,0,-1,-1
"8335",0,1,-1,1,-1,0,1,1
"8337",1,1,-1,1,-1,1,1,1
"8349",-1,-1,-1,1,-1,-1,1,-1
"8352",-1,-1,-1,1,-1,-1,-1,-1
"8355",-1,-1,0,1,-1,0,1,-1
"8357",-1,1,-1,1,-1,1,-1,-1
"8359",0,1,1,-1,-1,-1,-1,-1
"8364",1,1,-1,-1,-1,1,-1,-1
"8365",0,1,-1,-1,-1,0,1,-1
"8366",-1,-1,1,-1,-1,-1,-1,-1
"8370",0,-1,-1,-1,1,-1,-1,1
"8371",-1,-1,-1,1,-1,0,-1,-1
"8380",-1,-1,1,1,-1,-1,1,-1
"8385",0,1,1,-1,1,1,0,1
"8396",1,1,-1,1,-1,1,1,1
"8397",-1,-1,-1,-1,-1,-1,-1,-1
"8400",1,1,-1,-1,-1,1,1,1
"8402",1,1,-1,1,-1,1,1,1
"8406",0,1,1,1,-1,1,1,1
"8408",1,-1,-1,-1,1,1,1,1
"8409",1,-1,-1,1,-1,-1,-1,-1
"8412",0,1,-1,1,-1,0,-1,1
"8414",-1,-1,-1,-1,-1,-1,-1,-1
"8423",-1,-1,-1,-1,-1,-1,-1,-1
"8427",0,1,1,-1,-1,1,-1,-1
"8429",1,1,-1,1,-1,0,1,1
"8431",-1,1,1,-1,-1,0,-1,-1
"8436",0,1,-1,1,1,1,-1,1
"8437",0,1,-1,-1,-1,1,-1,1
"8443",-1,1,-1,1,-1,0,-1,-1
"8445",0,1,1,-1,-1,1,-1,1
"8450",-1,-1,-1,1,-1,-1,-1,-1
"8456",-1,1,-1,0,-1,1,-1,-1
"8458",1,-1,-1,-1,1,0,1,1
"8463",0,1,-1,1,1,1,1,1
"8466",1,1,-1,1,-1,0,1,1
"8467",0,-1,-1,1,-1,0,1,1
"8468",0,1,-1,1,-1,1,1,1
"8472",1,-1,-1,1,-1,0,-1,-1
"8479",1,-1,-1,1,-1,-1,-1,-1
"8480",-1,-1,1,1,-1,-1,-1,-1
"8484",1,1,1,1,1,1,-1,1
"8485",-1,-1,-1,1,-1,1,1,-1
"8487",0,1,1,1,-1,1,-1,1
"8489",-1,1,-1,1,-1,0,1,-1
"8490",0,-1,-1,1,-1,1,-1,1
"8492",0,1,-1,1,1,0,1,1
"8505",0,1,-1,1,-1,0,1,1
"8513",-1,-1,-1,-1,-1,-1,-1,-1
"8515",0,1,-1,1,-1,0,-1,-1
"8516",-1,1,-1,1,-1,-1,1,-1
"8517",1,1,-1,-1,-1,1,1,1
"8520",0,1,1,1,-1,-1,1,1
"8524",0,1,-1,1,1,1,1,1
"8533",1,-1,-1,1,1,1,-1,1
"8539",0,-1,-1,1,-1,-1,-1,-1
"8540",0,0,-1,-1,1,1,-1,1
"8543",0,1,1,-1,-1,0,-1,1
"8558",-1,1,-1,-1,-1,-1,-1,-1
"8560",0,1,1,-1,-1,1,-1,1
"8567",0,1,-1,1,1,1,-1,1
"8569",1,-1,-1,-1,1,1,-1,1
"8570",0,1,-1,-1,-1,1,1,1
"8571",1,-1,-1,1,-1,-1,1,-1
"8574",0,-1,-1,1,-1,1,-1,1
"8575",0,1,0,1,-1,0,-1,-1
"8577",0,1,-1,1,-1,-1,-1,-1
"8579",0,-1,-1,1,-1,0,-1,-1
"8580",0,1,1,1,-1,1,1,1
"8583",0,1,-1,1,-1,0,1,1
"8590",1,1,-1,1,1,1,1,1
"8592",-1,1,-1,-1,-1,-1,-1,-1
"8600",0,1,0,-1,0,1,1,1
"8601",-1,-1,-1,-1,-1,0,1,-1
"8603",0,-1,0,1,-1,0,-1,-1
"8604",0,1,-1,1,-1,1,-1,1
"8608",-1,-1,-1,1,-1,0,-1,-1
"8617",0,-1,-1,1,-1,1,-1,1
"8618",0,1,-1,1,-1,-1,-1,1
"8619",1,-1,-1,1,-1,-1,-1,-1
"8621",1,-1,-1,-1,-1,1,-1,1
"8622",1,1,-1,-1,-1,-1,-1,-1
"8623",1,1,-1,-1,-1,0,1,-1
"8624",0,-1,-1,-1,-1,1,-1,1
"8626",1,1,1,-1,1,1,1,1
"8627",1,1,-1,1,-1,1,1,1
"8635",0,-1,-1,1,1,-1,-1,1
"8637",0,-1,-1,1,-1,-1,-1,-1
"8638",0,1,-1,1,-1,1,1,1
"8640",-1,-1,-1,1,-1,-1,-1,-1
"8646",0,-1,-1,-1,-1,0,-1,-1
"8648",0,-1,-1,1,-1,1,1,-1
"8650",0,1,-1,1,-1,1,1,1
"8652",0,-1,-1,1,-1,1,-1,-1
"8656",-1,-1,-1,1,-1,0,-1,-1
"8657",0,-1,-1,1,-1,-1,-1,-1
"8663",-1,1,1,1,-1,-1,1,-1
"8665",0,1,-1,1,1,1,-1,1
"8666",1,-1,-1,-1,1,1,-1,1
"8670",0,1,1,-1,-1,1,-1,1
"8674",1,1,-1,1,1,1,1,1
"8682",0,1,-1,1,-1,1,1,1
"8683",0,1,0,1,-1,-1,-1,1
"8684",1,-1,-1,-1,-1,-1,1,1
"8686",0,1,-1,-1,-1,1,-1,1
"8688",0,1,-1,1,-1,1,-1,1
"8689",0,1,-1,-1,1,1,-1,1
"8696",0,1,-1,1,-1,-1,1,-1
"8698",1,-1,-1,1,1,-1,-1,1
"8700",0,1,-1,1,-1,0,1,1
"8702",1,-1,1,-1,-1,1,-1,1
"8703",0,-1,-1,1,-1,1,-1,-1
"8705",-1,1,-1,1,-1,1,-1,-1
"8709",0,1,1,1,1,1,1,1
"8711",-1,1,-1,1,-1,-1,1,-1
"8713",-1,-1,-1,-1,-1,1,1,-1
"8717",-1,-1,-1,1,-1,-1,-1,-1
"8718",-1,1,-1,-1,-1,1,-1,-1
"8726",0,-1,-1,1,-1,1,1,1
"8731",0,0,-1,1,-1,0,-1,-1
"8733",-1,-1,-1,1,-1,-1,1,-1
"8738",0,1,-1,1,1,1,1,1
"8739",1,1,-1,0,-1,1,1,1
"8744",-1,1,-1,-1,-1,1,-1,-1
"8745",1,-1,-1,1,-1,-1,-1,1
"8747",1,1,0,1,-1,-1,1,-1
"8753",0,-1,0,1,-1,1,-1,-1
"8754",-1,1,-1,-1,-1,1,1,-1
"8755",-1,1,1,1,-1,-1,-1,-1
"8756",-1,-1,-1,-1,-1,-1,-1,-1
"8758",-1,0,1,1,-1,-1,-1,-1
"8763",0,1,-1,-1,-1,0,-1,-1
"8765",-1,1,1,-1,-1,0,-1,-1
"8766",0,1,-1,-1,-1,0,1,-1
"8767",1,1,-1,1,1,1,-1,1
"8777",-1,-1,-1,1,-1,-1,-1,-1
"8780",-1,-1,-1,1,0,-1,-1,-1
"8784",0,1,-1,1,1,1,-1,1
"8786",-1,-1,-1,1,-1,0,-1,-1
"8791",0,1,-1,1,1,1,1,1
"8792",-1,1,-1,-1,-1,0,-1,-1
"8796",1,-1,-1,1,-1,1,-1,1
"8797",0,1,-1,1,-1,1,1,1
"8799",-1,-1,-1,1,-1,0,-1,-1
"8806",-1,1,1,-1,-1,-1,-1,-1
"8807",-1,1,-1,1,-1,-1,-1,-1
"8810",0,1,-1,1,-1,0,1,-1
"8812",-1,-1,-1,1,-1,-1,1,-1
"8818",1,1,-1,1,-1,0,1,1
"8820",1,-1,-1,1,-1,1,-1,1
"8824",1,1,-1,1,1,1,1,1
"8830",1,1,-1,-1,-1,1,-1,1
"8831",0,-1,-1,1,-1,-1,1,1
"8832",-1,1,-1,1,-1,0,1,1
"8833",0,-1,-1,1,-1,1,-1,1
"8842",-1,1,-1,1,-1,0,-1,-1
"8848",1,1,-1,1,1,-1,-1,1
"8850",1,-1,-1,1,-1,-1,-1,1
"8851",1,-1,-1,-1,-1,1,-1,1
"8854",0,-1,-1,-1,-1,1,1,1
"8857",0,1,-1,1,-1,-1,-1,-1
"8858",0,1,-1,1,-1,1,1,1
"8862",-1,1,-1,1,-1,0,-1,-1
"8865",-1,-1,1,1,-1,0,-1,-1
"8868",-1,1,1,1,-1,1,-1,-1
"8869",0,1,0,1,0,1,1,1
"8870",-1,-1,0,-1,-1,1,-1,-1
"8872",0,-1,-1,1,-1,1,-1,1
"8873",-1,-1,-1,-1,-1,0,-1,-1
"8876",1,1,-1,1,1,-1,-1,1
"8878",0,1,-1,1,1,1,-1,1
"8882",-1,-1,-1,-1,-1,-1,-1,-1
"8887",-1,1,-1,1,-1,1,1,-1
"8888",0,1,-1,1,-1,1,-1,1
"8890",0,1,-1,1,-1,1,-1,1
"8892",0,1,-1,1,1,1,1,1
"8897",-1,-1,-1,1,0,-1,-1,-1
"8902",1,1,1,1,1,1,-1,1
"8905",0,1,-1,1,-1,-1,-1,1
"8908",1,-1,-1,1,-1,0,1,1
"8913",-1,1,-1,1,-1,0,1,-1
"8915",-1,1,-1,-1,-1,1,1,-1
"8917",-1,-1,-1,-1,-1,0,1,-1
"8924",0,1,-1,-1,-1,0,1,-1
"8928",0,-1,-1,1,-1,0,-1,-1
"8929",-1,-1,-1,1,-1,-1,1,-1
"8930",1,-1,-1,1,-1,-1,1,-1
"8931",1,-1,-1,1,1,1,1,1
"8937",1,1,-1,0,-1,1,-1,1
"8943",-1,-1,-1,-1,-1,0,1,-1
"8949",0,1,-1,1,-1,-1,-1,1
"8953",0,1,-1,1,-1,1,-1,-1
"8960",0,1,1,1,-1,1,1,1
"8963",-1,-1,-1,1,-1,-1,-1,-1
"8969",-1,1,1,1,-1,-1,0,-1
"8971",0,-1,-1,1,-1,1,1,1
"8972",0,-1,-1,1,-1,-1,1,1
"8977",-1,-1,-1,1,-1,-1,-1,-1
"8978",0,1,-1,1,-1,0,-1,1
"8979",1,0,-1,1,-1,-1,-1,1
"8985",0,1,-1,1,1,1,-1,1
"8986",0,0,-1,1,-1,0,-1,-1
"8988",0,-1,-1,1,-1,1,1,1
"8991",0,-1,-1,1,-1,1,-1,-1
"8993",-1,-1,-1,-1,-1,0,-1,-1
"8995",0,-1,-1,1,-1,1,1,1
"8996",-1,1,1,-1,-1,-1,-1,-1
"8999",0,-1,-1,1,-1,1,1,1
"9005",0,1,-1,1,1,1,-1,1
"9006",1,1,-1,-1,1,1,1,1
"9008",0,-1,-1,1,-1,1,-1,-1
"9017",0,-1,-1,1,-1,-1,-1,-1
"9019",-1,-1,-1,1,-1,-1,-1,-1
"9024",0,-1,-1,-1,-1,0,0,-1
"9025",1,-1,-1,-1,1,1,1,1
"9027",-1,1,-1,-1,-1,-1,-1,-1
"9028",0,1,1,-1,-1,1,1,1
"9029",1,1,-1,1,-1,1,1,1
"9032",0,1,-1,1,-1,0,-1,1
"9041",1,1,0,1,-1,1,-1,1
"9044",0,1,-1,1,1,1,-1,1
"9054",0,1,-1,1,-1,1,1,1
"9060",0,1,-1,1,1,1,1,1
"9064",0,1,1,1,-1,1,1,1
"9065",0,1,-1,1,-1,1,0,1
"9068",1,-1,-1,1,-1,-1,-1,-1
"9069",1,1,1,-1,1,1,1,1
"9070",0,-1,-1,1,-1,1,-1,-1
"9071",1,1,1,1,-1,1,-1,1
"9074",0,-1,-1,1,-1,1,-1,-1
"9085",0,1,-1,1,-1,1,1,1
"9097",1,1,-1,0,-1,1,1,1
"9099",0,1,-1,1,-1,1,-1,1
"9101",-1,1,1,1,-1,-1,-1,-1
"9102",1,1,-1,1,-1,1,-1,1
"9106",0,1,1,1,-1,1,1,1
"9115",-1,1,1,-1,-1,1,-1,-1
"9120",-1,1,1,1,-1,1,-1,-1
"9123",0,1,-1,1,1,1,1,1
"9136",-1,1,-1,1,-1,1,1,-1
"9138",0,-1,-1,1,-1,-1,1,1
"9142",1,1,1,1,-1,1,1,1
"9147",0,-1,-1,1,-1,1,1,1
"9153",1,-1,-1,-1,1,1,-1,1
"9154",0,-1,-1,1,-1,0,1,1
"9156",-1,1,-1,1,-1,-1,-1,-1
"9161",1,1,1,1,-1,1,-1,1
"9162",0,1,-1,1,-1,1,1,1
"9165",-1,-1,-1,1,-1,-1,1,-1
"9166",0,-1,-1,-1,-1,1,-1,-1
"9168",1,1,-1,1,1,1,1,1
"9169",-1,-1,1,1,-1,0,-1,-1
"9170",0,-1,-1,1,-1,0,-1,-1
"9177",-1,1,-1,1,-1,-1,-1,-1
"9178",-1,1,-1,1,-1,0,1,-1
"9181",-1,-1,-1,-1,-1,-1,1,-1
"9182",1,1,-1,1,1,1,-1,1
"9185",-1,1,1,-1,-1,1,-1,-1
"9186",0,1,-1,1,-1,1,1,1
"9187",0,1,-1,1,-1,1,-1,1
"9191",0,1,-1,1,-1,1,0,1
"9195",0,1,-1,1,-1,0,1,1
"9200",-1,1,1,-1,-1,0,-1,-1
"9206",-1,0,-1,-1,-1,-1,1,-1
"9215",0,1,-1,1,-1,0,-1,1
"9217",1,-1,-1,1,-1,1,-1,1
"9223",0,1,1,1,-1,1,1,1
"9224",0,-1,-1,1,1,-1,1,1
"9227",-1,-1,-1,1,-1,-1,1,-1
"9229",-1,-1,-1,1,-1,1,1,-1
"9230",-1,-1,-1,1,-1,-1,-1,-1
"9238",-1,1,1,1,-1,-1,-1,-1
"9242",-1,-1,-1,1,-1,-1,1,-1
"9243",0,-1,-1,1,-1,1,-1,1
"9245",1,1,1,-1,-1,1,1,1
"9253",1,-1,-1,1,-1,1,-1,1
"9256",0,-1,-1,1,1,1,1,1
"9261",0,1,-1,1,-1,1,-1,1
"9264",-1,1,-1,1,-1,1,1,-1
"9268",1,1,-1,1,-1,1,1,1
"9274",-1,1,-1,1,-1,-1,-1,-1
"9277",-1,-1,-1,-1,-1,-1,-1,-1
"9278",0,-1,-1,1,-1,1,-1,1
"9279",-1,-1,-1,1,-1,-1,1,-1
"9284",0,1,-1,1,-1,0,1,1
"9285",-1,-1,-1,-1,-1,-1,1,-1
"9287",-1,-1,-1,-1,-1,-1,-1,-1
"9290",0,-1,-1,1,-1,1,-1,1
"9296",0,1,-1,1,-1,1,1,1
"9298",0,-1,1,-1,1,1,-1,1
"9299",0,1,-1,1,-1,1,1,1
"9301",0,1,-1,1,-1,0,-1,-1
"9303",-1,1,-1,1,-1,0,-1,-1
"9304",0,1,-1,1,-1,1,1,1
"9307",1,1,-1,1,-1,1,1,1
"9309",1,1,-1,1,1,0,1,1
"9310",-1,-1,-1,1,-1,1,1,-1
"9313",0,1,1,1,-1,1,-1,-1
"9319",0,-1,-1,1,-1,0,0,-1
"9320",0,1,-1,1,-1,0,1,-1
"9324",-1,1,1,1,-1,0,-1,-1
"9325",1,-1,-1,-1,1,0,1,1
"9328",0,-1,-1,1,0,1,-1,1
"9331",0,-1,-1,1,-1,1,1,1
"9332",0,-1,-1,-1,1,1,1,1
"9334",0,1,1,1,-1,1,1,1
"9335",0,-1,-1,1,-1,1,-1,-1
"9347",0,1,-1,1,1,1,-1,1
"9348",0,1,1,1,0,1,-1,1
"9350",0,1,-1,1,-1,0,-1,1
"9351",-1,0,0,1,-1,0,-1,-1
"9353",0,1,-1,-1,-1,1,1,1
"9355",0,-1,-1,1,-1,1,-1,1
"9357",-1,-1,-1,1,-1,-1,1,-1
"9360",0,1,-1,1,-1,1,-1,1
"9361",0,1,1,1,-1,1,-1,1
"9365",0,-1,-1,1,-1,1,1,-1
"9368",0,1,-1,1,1,1,1,1
"9369",0,1,-1,1,-1,-1,-1,1
"9373",1,-1,-1,1,1,-1,1,1
"9384",0,-1,-1,1,-1,0,-1,-1
"9389",0,-1,-1,1,-1,1,-1,1
"9390",0,1,-1,1,-1,1,-1,-1
"9393",-1,-1,-1,1,-1,1,-1,-1
"9399",-1,-1,-1,-1,-1,0,-1,-1
"9400",-1,1,1,1,-1,-1,-1,-1
"9409",0,1,1,1,-1,1,1,1
"9412",-1,-1,-1,-1,-1,-1,-1,-1
"9414",0,1,-1,1,1,1,-1,1
"9421",0,-1,1,-1,-1,-1,1,1
"9423",0,1,1,1,-1,1,1,1
"9424",-1,-1,-1,1,-1,-1,1,-1
"9426",0,1,-1,1,-1,1,-1,1
"9427",0,1,1,1,-1,1,1,1
"9428",0,1,-1,1,1,1,-1,1
"9439",1,1,1,1,-1,1,1,1
"9440",0,-1,-1,1,-1,1,-1,1
"9448",0,1,-1,1,-1,1,1,1
"9449",0,1,1,1,0,0,1,1
"9453",0,1,1,1,-1,1,-1,1
"9455",0,1,1,1,-1,1,1,1
"9456",1,1,-1,1,1,1,-1,1
"9463",0,-1,-1,1,-1,1,1,-1
"9469",-1,-1,1,1,-1,0,-1,-1
"9470",0,1,-1,1,-1,0,-1,-1
"9474",-1,1,-1,1,-1,0,-1,-1
"9478",0,1,-1,1,-1,1,1,1
"9480",-1,-1,1,1,-1,-1,-1,-1
"9488",-1,1,-1,1,-1,1,1,-1
"9493",-1,-1,-1,1,-1,1,1,-1
"9494",1,-1,-1,1,-1,0,1,1
"9497",-1,-1,-1,1,-1,-1,-1,-1
"9498",0,1,1,1,-1,1,1,1
"9499",-1,-1,-1,1,-1,-1,1,-1
"9505",-1,-1,-1,1,-1,-1,-1,-1
"9509",1,0,-1,1,-1,1,1,1
"9511",0,1,1,1,-1,1,-1,1
"9516",-1,-1,-1,-1,-1,1,-1,-1
"9517",0,1,1,1,-1,1,1,1
"9521",-1,-1,-1,-1,-1,1,-1,-1
"9522",0,-1,-1,1,-1,1,-1,-1
"9525",-1,-1,-1,1,-1,0,-1,-1
"9527",0,1,-1,-1,-1,0,-1,-1
"9529",-1,1,-1,-1,-1,-1,1,-1
"9530",0,1,-1,1,1,1,-1,1
"9531",1,1,-1,1,0,1,1,1
"9537",-1,-1,-1,1,-1,-1,-1,-1
"9538",0,1,1,1,-1,1,-1,1
"9539",-1,-1,1,1,-1,0,-1,-1
"9540",1,-1,-1,1,-1,1,-1,1
"9541",0,-1,-1,1,-1,-1,-1,-1
"9544",-1,1,-1,0,-1,-1,1,-1
"9549",1,1,-1,1,1,0,1,1
"9565",0,1,-1,1,0,0,1,-1
"9566",0,1,-1,1,-1,1,1,1
"9571",-1,1,-1,1,-1,1,1,-1
"9574",1,1,-1,1,-1,0,1,1
"9576",0,-1,-1,1,-1,1,-1,1
"9578",0,-1,-1,1,-1,1,1,1
"9580",-1,1,1,-1,-1,-1,-1,-1
"9583",1,-1,-1,1,1,1,1,1
"9585",1,-1,-1,1,1,-1,1,1
"9591",0,1,-1,1,-1,1,-1,1
"9594",0,1,-1,1,-1,1,1,1
"9596",0,-1,-1,1,-1,0,-1,-1
"9597",-1,1,1,1,-1,-1,-1,-1
"9598",1,-1,-1,1,-1,1,1,1
"9606",1,0,-1,1,-1,1,1,1
"9608",0,1,-1,1,-1,1,-1,1
"9612",1,1,-1,1,-1,1,1,1
"9616",0,1,-1,1,1,1,1,1
"9618",-1,1,1,1,-1,-1,1,-1
"9620",0,1,-1,1,1,1,-1,1
"9625",0,1,-1,1,-1,1,1,1
"9631",-1,1,-1,1,-1,1,-1,-1
"9633",-1,-1,-1,-1,-1,-1,1,-1
"9638",0,-1,-1,1,-1,1,-1,1
"9639",0,1,-1,1,-1,1,1,-1
"9641",0,0,-1,1,-1,0,-1,-1
"9642",0,1,1,1,1,0,1,1
"9643",-1,1,-1,1,-1,0,1,-1
"9644",-1,1,-1,1,-1,0,1,-1
"9647",1,1,-1,-1,-1,1,1,1
"9651",-1,1,-1,1,-1,0,1,-1
"9654",1,1,1,1,-1,1,1,1
"9655",-1,1,-1,1,-1,-1,1,-1
"9664",-1,1,-1,1,-1,-1,1,-1
"9665",0,1,-1,-1,-1,0,-1,-1
"9666",-1,1,-1,1,-1,1,1,-1
"9668",-1,1,-1,-1,-1,-1,-1,-1
"9670",0,1,-1,1,-1,1,-1,-1
"9673",0,-1,-1,1,-1,0,1,1
"9674",1,-1,-1,-1,-1,1,-1,1
"9680",0,1,-1,1,-1,1,1,1
"9682",1,1,-1,1,-1,1,-1,1
"9685",0,-1,-1,1,-1,1,1,1
"9687",1,1,1,-1,-1,1,-1,1
"9693",1,1,-1,1,-1,-1,-1,1
"9694",-1,-1,-1,1,-1,-1,-1,-1
"9696",-1,-1,-1,-1,-1,0,-1,-1
"9698",0,1,-1,1,-1,0,1,-1
"9703",0,-1,-1,1,-1,0,-1,-1
"9705",-1,-1,-1,1,-1,-1,-1,-1
"9709",0,1,1,-1,1,1,-1,1
"9711",0,1,-1,1,-1,1,-1,1
"9712",0,1,-1,1,-1,0,1,1
"9713",-1,-1,-1,-1,-1,1,-1,-1
"9714",-1,-1,-1,1,-1,0,-1,-1
"9716",1,1,-1,1,1,1,1,1
"9729",0,1,0,1,-1,0,-1,1
"9730",-1,0,-1,-1,-1,-1,1,-1
"9733",0,0,0,-1,-1,-1,1,1
"9737",0,1,-1,1,-1,0,1,-1
"9738",1,1,-1,1,-1,1,1,1
"9740",0,1,-1,1,-1,1,-1,1
"9756",0,1,-1,1,-1,1,-1,1
"9758",0,1,1,1,1,1,-1,1
"9763",0,1,-1,-1,-1,1,-1,1
"9765",0,-1,-1,1,-1,-1,-1,-1
"9768",0,1,-1,1,-1,1,0,1
"9771",0,1,-1,1,-1,-1,-1,1
"9772",0,1,-1,1,-1,-1,-1,1
"9773",0,1,-1,1,-1,0,1,-1
"9776",0,1,-1,1,-1,0,-1,-1
"9777",0,1,-1,1,-1,1,-1,1
"9780",0,1,-1,1,-1,1,-1,-1
"9790",1,-1,-1,-1,-1,-1,-1,1
"9792",0,1,-1,1,-1,1,-1,-1
"9796",1,1,-1,1,-1,1,1,1
"9797",0,1,-1,1,-1,1,1,1
"9802",-1,1,-1,1,-1,0,0,-1
"9803",0,1,-1,1,1,1,-1,1
"9804",-1,-1,-1,1,-1,-1,-1,-1
"9808",0,1,1,1,1,1,-1,1
"9809",0,-1,1,-1,-1,1,1,1
"9810",1,1,-1,1,1,1,1,1
"9812",-1,1,-1,1,-1,-1,-1,-1
"9815",-1,-1,1,-1,-1,-1,1,-1
"9819",0,1,-1,1,-1,1,-1,-1
"9821",1,1,-1,1,-1,1,1,1
"9822",0,1,-1,1,-1,1,-1,1
"9825",0,-1,-1,1,-1,0,-1,-1
"9832",1,-1,-1,1,1,1,-1,1
"9836",-1,-1,-1,1,-1,-1,-1,-1
"9837",-1,-1,-1,-1,-1,1,-1,-1
"9841",-1,-1,-1,1,-1,-1,1,-1
"9843",0,-1,-1,1,-1,0,1,-1
"9849",1,1,-1,1,-1,1,1,1
"9852",0,-1,-1,1,-1,0,-1,-1
"9856",-1,-1,-1,1,-1,1,1,-1
"9864",0,0,-1,1,-1,0,-1,-1
"9865",-1,-1,-1,1,-1,1,1,-1
"9866",0,1,-1,1,-1,1,1,1
"9868",0,1,-1,1,-1,1,-1,1
"9871",-1,-1,1,1,-1,0,-1,-1
"9872",1,1,-1,1,-1,1,1,1
"9882",-1,-1,-1,1,-1,-1,1,-1
"9883",0,1,-1,-1,-1,0,-1,-1
"9885",0,1,1,1,-1,1,1,1
"9893",-1,-1,-1,1,-1,-1,-1,-1
"9896",0,1,-1,1,-1,0,1,-1
"9901",0,1,-1,-1,0,1,-1,1
"9903",0,-1,-1,-1,-1,0,1,-1
"9904",0,1,-1,1,-1,1,1,1
"9905",-1,-1,-1,-1,-1,0,-1,-1
"9909",0,-1,-1,-1,-1,0,1,-1
"9911",-1,-1,-1,1,-1,-1,-1,-1
"9914",1,1,0,1,1,0,1,1
"9920",0,-1,-1,1,-1,-1,-1,-1
"9922",0,1,-1,1,-1,0,1,-1
"9923",1,1,-1,-1,1,1,0,1
"9924",-1,0,-1,1,-1,-1,1,-1
"9929",1,1,-1,1,-1,0,-1,1
"9930",0,1,-1,1,-1,1,1,1
"9933",0,1,-1,1,-1,-1,-1,1
"9934",1,1,-1,1,-1,1,1,1
"9943",1,1,-1,1,-1,1,1,1
"9944",-1,1,-1,1,-1,-1,-1,-1
"9948",-1,1,-1,-1,-1,1,-1,-1
"9954",-1,-1,-1,1,-1,-1,-1,-1
"9956",-1,-1,-1,1,-1,0,1,-1
"9961",0,1,-1,1,-1,1,-1,1
"9967",0,1,-1,1,-1,1,-1,1
"9972",0,1,1,1,-1,0,-1,-1
"9975",1,-1,-1,1,-1,1,1,1
"9980",-1,-1,-1,1,-1,0,-1,-1
"9983",0,1,-1,1,-1,1,-1,1
"9988",0,-1,-1,1,-1,1,-1,1
"9990",0,1,-1,1,-1,1,1,1
"9995",0,-1,-1,1,-1,1,1,1
"9996",0,1,-1,-1,-1,1,-1,1
"10002",0,-1,-1,1,-1,1,-1,1
"10003",0,-1,-1,-1,1,1,-1,1
"10005",1,1,-1,1,-1,1,1,1
"10007",0,-1,-1,1,1,1,1,1
"10011",0,1,-1,1,-1,-1,-1,-1
"10014",0,-1,-1,1,1,0,1,1
"10015",1,1,1,1,-1,1,-1,1
"10022",0,-1,0,1,-1,0,0,-1
"10023",-1,1,-1,-1,-1,-1,1,-1
"10025",-1,-1,-1,1,-1,-1,1,-1
"10027",0,1,-1,1,-1,1,1,1
"10029",0,-1,-1,1,-1,1,-1,1
"10032",0,1,-1,1,-1,0,-1,-1
"10035",0,1,-1,1,-1,0,1,-1
"10039",-1,-1,-1,1,-1,0,-1,-1
"10041",-1,-1,-1,-1,-1,0,1,-1
"10044",0,1,-1,1,-1,1,-1,-1
"10045",0,-1,-1,-1,-1,1,1,1
"10046",0,1,-1,1,1,1,1,1
"10049",1,1,-1,1,-1,0,1,1
"10055",0,-1,-1,1,1,1,-1,1
"10057",0,-1,-1,0,-1,1,1,-1
"10062",0,1,-1,1,-1,1,-1,1
"10065",0,1,-1,1,-1,0,1,-1
"10072",-1,-1,-1,-1,-1,0,-1,-1
